"2018-11-01 16:00","2018","11","01","16:00","-4,5","","-5,3","","94","","5","","28","","","","98,24","","","","-12","","ND"
"2018-11-01 17:00","2018","11","01","17:00","-4,7","","-5,6","","93","","5","","23","","","","98,28","","","","-12","","ND"
"2018-11-01 18:00","2018","11","01","18:00","-5,0","","-5,9","","93","","5","","19","","","","98,30","","","","-11","","ND"
"2018-11-01 19:00","2018","11","01","19:00","-5,4","","-6,3","","93","","5","","17","","","","98,34","","","","-11","","ND"
"2018-11-01 20:00","2018","11","01","20:00","-5,7","","-6,8","","92","","3","","17","","","","98,35","","","","-12","","ND"
"2018-11-01 21:00","2018","11","01","21:00","-6,0","","-7,0","","92","","5","","17","","","","98,34","","","","-12","","ND"
"2018-11-01 22:00","2018","11","01","22:00","-6,0","","-7,1","","92","","5","","16","","","","98,34","","","","-12","","ND"
"2018-11-01 23:00","2018","11","01","23:00","-6,0","","-6,9","","93","","2","","18","","","","98,33","","","","-12","","ND"
"2018-11-02 00:00","2018","11","02","00:00","-6,7","","-7,8","","92","","3","","18","","","","98,33","","","","-13","","ND"
"2018-11-02 01:00","2018","11","02","01:00","-6,5","","-8,4","","86","","5","","8","","","","98,35","","","","-10","","ND"
"2018-11-02 02:00","2018","11","02","02:00","-6,3","","-8,7","","83","","4","","6","","","","98,38","","","","-9","","ND"
"2018-11-02 03:00","2018","11","02","03:00","-6,7","","-9,0","","84","","3","","12","","","","98,40","","","","-12","","ND"
"2018-11-02 04:00","2018","11","02","04:00","-7,3","","-9,7","","83","","4","","12","","","","98,42","","","","-13","","ND"
"2018-11-02 05:00","2018","11","02","05:00","-7,5","","-10,2","","81","","3","","11","","","","98,45","","","","-13","","ND"
"2018-11-02 06:00","2018","11","02","06:00","-8,2","","-10,9","","81","","4","","8","","","","98,47","","","","-12","","ND"
"2018-11-02 07:00","2018","11","02","07:00","-8,3","","-11,0","","81","","8","","4","","","","98,49","","","","-10","","ND"
"2018-11-02 08:00","2018","11","02","08:00","-8,4","","-11,1","","81","","9","","4","","","","98,52","","","","-11","","ND"
"2018-11-02 09:00","2018","11","02","09:00","-8,2","","-10,6","","83","","31","","5","","","","98,54","","","","-11","","ND"
"2018-11-02 10:00","2018","11","02","10:00","-8,4","","-11,3","","80","","24","","5","","","","98,57","","","","-11","","ND"
"2018-11-02 11:00","2018","11","02","11:00","-8,1","","-11,1","","79","","23","","3","","","","98,60","","","","-10","","ND"
"2018-11-02 12:00","2018","11","02","12:00","-7,8","","-10,8","","79","","25","","3","","","","98,60","","","","-9","","ND"
"2018-11-02 13:00","2018","11","02","13:00","-8,2","","-11,2","","79","","25","","4","","","","98,60","","","","-10","","ND"
"2018-11-02 14:00","2018","11","02","14:00","-9,2","","-11,8","","81","","25","","4","","","","98,63","","","","-11","","ND"
"2018-11-02 15:00","2018","11","02","15:00","-9,4","","-12,0","","82","","26","","4","","","","98,68","","","","-12","","ND"
"2018-11-02 16:00","2018","11","02","16:00","-10,0","","-12,2","","84","","24","","5","","","","98,72","","","","-13","","ND"
"2018-11-02 17:00","2018","11","02","17:00","-10,0","","-12,1","","85","","22","","6","","","","98,76","","","","-14","","ND"
"2018-11-02 18:00","2018","11","02","18:00","-10,8","","-12,6","","87","","27","","8","","","","98,78","","","","-15","","ND"
"2018-11-02 19:00","2018","11","02","19:00","-11,3","","-13,0","","87","","26","","10","","","","98,81","","","","-17","","ND"
"2018-11-02 20:00","2018","11","02","20:00","-10,8","","-12,3","","89","","25","","11","","","","98,86","","","","-17","","ND"
"2018-11-02 21:00","2018","11","02","21:00","-9,2","","-11,3","","85","","20","","12","","","","98,87","","","","-15","","ND"
"2018-11-02 22:00","2018","11","02","22:00","-9,1","","-11,0","","86","","24","","10","","","","98,89","","","","-14","","ND"
"2018-11-02 23:00","2018","11","02","23:00","-9,6","","-11,6","","86","","25","","10","","","","98,93","","","","-15","","ND"
"2018-11-03 00:00","2018","11","03","00:00","-9,1","","-11,1","","85","","18","","20","","","","98,95","","","","-17","","ND"
"2018-11-03 01:00","2018","11","03","01:00","-9,0","","-11,2","","84","","21","","17","","","","98,96","","","","-16","","ND"
