#Quartaq DI_REC_COLLINENORD_2015_268 Reconyx 2015-2018, toujours en fonction
#year month day hour minute second temperature
2015;9;10;7;0;0;-1
2015;9;20;10;0;0;4
2015;9;21;15;0;0;2
2015;9;21;16;0;0;1
2015;9;23;7;0;0;4
2015;9;24;6;0;0;2
2015;9;25;15;0;0;1
2015;10;16;16;0;0;-3
2015;10;26;12;0;0;-6
2015;10;26;15;0;0;-5
2015;10;28;15;0;0;-1
2015;11;6;9;0;0;-8
2015;11;9;13;0;0;-6
2015;11;13;14;0;0;-6
2015;11;17;14;0;0;-4
2015;11;19;9;0;0;-1
2015;11;20;13;0;0;1
2015;12;7;11;0;0;-17
2015;12;12;6;0;0;-4
2015;12;12;14;0;0;-7
2015;12;13;7;0;0;-11
2015;12;17;7;0;0;-18
2015;12;17;8;0;0;-19
2015;12;19;16;0;0;-13
2015;12;22;18;0;0;-22
2015;12;28;9;0;0;-19
2015;11;12;9;0;0;-6
2015;9;25;12;0;0;1
2015;9;8;13;0;0;3
2015;10;10;11;0;0;-1
2015;11;3;13;0;0;-4
2015;10;22;16;0;0;-3
2015;10;23;10;0;0;-5
2015;10;21;13;0;0;-1
2015;10;24;9;0;0;-3
2015;9;28;16;0;0;9
2015;11;15;13;0;0;-1
2015;11;21;13;0;0;-3
2015;11;24;11;0;0;-9
2015;12;24;13;0;0;-8
2015;12;6;9;0;0;-18
2015;9;23;6;0;0;4
2015;11;6;17;0;0;-4
2015;12;23;18;0;0;-20
2015;9;23;18;0;0;3
2015;10;22;14;0;0;-2
2015;9;8;18;0;0;2
2015;12;2;13;0;0;-19
2015;9;16;18;0;0;6
2015;12;21;17;0;0;-22
2015;9;20;14;0;0;6
2015;11;6;13;0;0;-3
2015;10;16;6;0;0;-3
2015;10;11;12;0;0;1
2015;12;10;10;0;0;-8
2015;10;5;18;0;0;-1
2015;11;8;9;0;0;-6
2015;11;9;15;0;0;-6
2015;11;19;13;0;0;0
2015;12;10;9;0;0;-8
2015;12;13;8;0;0;-11
2015;10;29;12;0;0;-4
2015;11;24;12;0;0;-9
2015;9;20;6;0;0;1
2015;9;22;9;0;0;3
2015;12;16;9;0;0;-16
2015;11;9;10;0;0;-6
2015;12;22;11;0;0;-21
2015;9;25;13;0;0;1
2015;12;31;12;0;0;-17
2015;12;31;14;0;0;-17
2015;9;9;13;0;0;2
2015;11;29;15;0;0;-15
2015;10;28;17;0;0;-5
2015;10;9;11;0;0;0
2015;12;31;13;0;0;-17
2015;9;23;8;0;0;4
2015;11;10;17;0;0;-8
2015;10;26;14;0;0;-5
2015;11;4;6;0;0;-4
2015;10;9;12;0;0;-1
2015;10;20;11;0;0;0
2015;11;13;7;0;0;-7
2015;11;22;11;0;0;-5
2015;12;8;9;0;0;-19
2015;12;28;16;0;0;-20
2015;11;19;17;0;0;1
2015;10;28;18;0;0;-5
2015;10;24;14;0;0;-1
2015;12;9;17;0;0;-14
2015;11;26;10;0;0;-10
2015;11;25;11;0;0;-10
2015;9;11;18;0;0;12
2015;12;11;16;0;0;-5
2015;12;27;15;0;0;-15
2015;9;8;10;0;0;2
2015;12;8;11;0;0;-17
2015;10;21;6;0;0;-2
2015;10;4;8;0;0;5
2015;9;30;8;0;0;1
2015;10;5;12;0;0;0
2015;9;22;16;0;0;10
2015;12;13;17;0;0;-13
2015;9;11;12;0;0;4
2015;12;21;15;0;0;-23
2015;12;24;6;0;0;-14
2015;12;29;8;0;0;-20
2015;12;31;7;0;0;-17
2015;9;13;7;0;0;2
2015;9;26;6;0;0;-1
2015;10;29;18;0;0;-4
2015;9;8;8;0;0;2
2015;10;2;7;0;0;3
2015;9;25;6;0;0;1
2015;9;15;17;0;0;18
2015;10;25;7;0;0;-3
2015;11;17;9;0;0;-4
2015;11;18;14;0;0;-4
2015;12;2;11;0;0;-20
2015;12;7;6;0;0;-16
2015;12;12;13;0;0;-7
2015;12;13;15;0;0;-12
2015;12;20;7;0;0;-20
2015;12;12;16;0;0;-8
2015;10;2;14;0;0;4
2015;11;10;13;0;0;-7
2015;10;11;15;0;0;0
2015;10;29;6;0;0;-7
2015;10;12;15;0;0;0
2015;9;28;13;0;0;4
2015;11;9;7;0;0;-6
2015;9;14;8;0;0;6
2015;12;14;10;0;0;-13
2015;9;22;7;0;0;2
2015;11;11;8;0;0;-8
2015;11;27;6;0;0;-17
2015;10;1;15;0;0;7
2015;11;30;11;0;0;-14
2015;10;16;17;0;0;-4
2015;10;14;9;0;0;-2
2015;10;31;8;0;0;-4
2015;9;9;18;0;0;16
2015;9;8;9;0;0;2
2015;12;9;13;0;0;-14
2015;10;7;17;0;0;0
2015;12;7;15;0;0;-16
2015;12;15;9;0;0;-14
2015;12;17;13;0;0;-18
2015;12;20;15;0;0;-20
2015;12;24;7;0;0;-13
2015;9;19;7;0;0;0
2015;9;15;14;0;0;12
2015;12;1;13;0;0;-14
2015;10;15;16;0;0;-1
2015;10;23;15;0;0;-4
2015;12;11;6;0;0;-4
2015;10;1;6;0;0;0
2015;11;10;18;0;0;-8
2015;11;30;7;0;0;-13
2015;10;6;6;0;0;-2
2015;10;14;14;0;0;-1
2015;10;9;9;0;0;-2
2015;10;17;8;0;0;-4
2015;11;2;6;0;0;-7
2015;11;15;7;0;0;-2
2015;12;3;16;0;0;-20
2015;9;17;15;0;0;7
2015;11;29;10;0;0;-15
2015;12;4;17;0;0;-16
2015;10;14;10;0;0;-3
2015;10;9;16;0;0;-2
2015;9;14;10;0;0;6
2015;12;14;12;0;0;-12
2015;12;17;6;0;0;-18
2015;9;15;8;0;0;3
2015;10;8;7;0;0;0
2015;9;29;7;0;0;1
2015;12;20;18;0;0;-21
2015;12;4;6;0;0;-21
2015;10;8;17;0;0;0
2015;9;17;11;0;0;3
2015;12;9;6;0;0;-19
2015;9;15;13;0;0;9
2015;10;24;12;0;0;-1
2015;11;1;13;0;0;-7
2015;12;5;16;0;0;-17
2015;12;20;17;0;0;-21
2015;12;24;15;0;0;-7
2015;12;28;11;0;0;-19
2015;10;21;18;0;0;-3
2015;9;27;15;0;0;4
2015;12;25;7;0;0;-5
2015;11;18;7;0;0;-5
2015;11;2;13;0;0;4
2015;10;28;11;0;0;-4
2015;12;31;18;0;0;-18
2015;10;7;6;0;0;0
2015;12;6;18;0;0;-15
2015;11;23;15;0;0;-7
2015;9;25;16;0;0;1
2015;12;24;8;0;0;-13
2015;12;12;12;0;0;-6
2015;9;29;6;0;0;0
2015;10;26;13;0;0;-5
2015;10;18;13;0;0;-3
2015;9;29;9;0;0;1
2015;11;23;13;0;0;-7
2015;9;16;10;0;0;5
2015;11;30;17;0;0;-13
2015;10;4;7;0;0;7
2015;9;7;16;0;0;3
2015;11;28;12;0;0;-15
2015;10;5;13;0;0;0
2015;10;27;13;0;0;-6
2015;10;20;9;0;0;-2
2015;9;24;8;0;0;2
2015;10;4;18;0;0;0
2015;10;23;9;0;0;-5
2015;11;12;17;0;0;-6
2015;10;31;11;0;0;-3
2015;11;2;18;0;0;-7
2015;11;13;8;0;0;-8
2015;10;28;16;0;0;0
2015;9;29;8;0;0;1
2015;9;17;14;0;0;5
2015;10;12;13;0;0;1
2015;11;18;11;0;0;-4
2015;10;17;9;0;0;-4
2015;9;28;14;0;0;6
2015;9;28;12;0;0;3
2015;10;30;15;0;0;-2
2015;11;21;11;0;0;-3
2015;11;21;12;0;0;-3
2015;11;22;7;0;0;-4
2015;11;28;17;0;0;-17
2015;12;7;18;0;0;-16
2015;12;9;14;0;0;-14
2015;12;9;16;0;0;-15
2015;12;13;18;0;0;-13
2015;12;18;13;0;0;-15
2015;12;19;13;0;0;-12
2015;12;22;6;0;0;-21
2015;12;24;17;0;0;-5
2015;12;1;12;0;0;-14
2015;11;6;7;0;0;-8
2015;11;20;7;0;0;1
2015;9;19;18;0;0;1
2015;10;10;8;0;0;-2
2015;12;14;6;0;0;-13
2015;11;19;16;0;0;1
2015;9;20;8;0;0;2
2015;11;11;6;0;0;-8
2015;11;1;16;0;0;-7
2015;9;19;6;0;0;1
2015;12;11;12;0;0;-4
2015;9;10;6;0;0;-2
